location,date,new_cases
Ethiopia,2021-01-10,524.0
Ethiopia,2021-01-11,300.0
Ethiopia,2021-01-12,376.0
Ethiopia,2021-01-13,463.0
Ethiopia,2021-01-14,467.0
Ethiopia,2021-01-15,404.0
Ethiopia,2021-01-16,446.0
Ethiopia,2021-01-17,423.0
Ethiopia,2021-01-18,351.0
Ethiopia,2021-01-19,181.0
Ethiopia,2021-01-20,307.0
Ethiopia,2021-01-21,292.0
Ethiopia,2021-01-22,555.0
Ethiopia,2021-01-23,417.0
Ethiopia,2021-01-24,469.0
Ethiopia,2021-01-25,365.0
Ethiopia,2021-01-26,437.0
Ethiopia,2021-01-27,476.0
Ethiopia,2021-01-28,549.0
Ethiopia,2021-01-29,771.0
Ethiopia,2021-01-30,656.0
Ethiopia,2021-01-31,629.0
Ethiopia,2021-02-01,734.0
Ethiopia,2021-02-02,477.0
Ethiopia,2021-02-03,547.0
Ethiopia,2021-02-04,749.0
Ethiopia,2021-02-05,726.0
Ethiopia,2021-02-06,570.0
Ethiopia,2021-02-07,885.0
Ethiopia,2021-02-08,656.0
Ethiopia,2021-02-09,572.0
Ethiopia,2021-02-10,683.0
Ethiopia,2021-02-11,613.0
Ethiopia,2021-02-12,686.0
Ethiopia,2021-02-13,156.0
Ethiopia,2021-02-14,1388.0
Ethiopia,2021-02-15,733.0
Ethiopia,2021-02-16,665.0
Ethiopia,2021-02-17,818.0
Ethiopia,2021-02-18,871.0
Ethiopia,2021-02-19,837.0
Ethiopia,2021-02-20,841.0
Ethiopia,2021-02-21,949.0
Ethiopia,2021-02-22,735.0
Ethiopia,2021-02-23,716.0
Ethiopia,2021-02-24,977.0
Ethiopia,2021-02-25,878.0
Ethiopia,2021-02-26,935.0
Ethiopia,2021-02-27,1006.0
Ethiopia,2021-02-28,1019.0
Ethiopia,2021-03-01,900.0
Ethiopia,2021-03-02,841.0
Ethiopia,2021-03-03,1161.0
Ethiopia,2021-03-04,980.0
Ethiopia,2021-03-05,1119.0
Ethiopia,2021-03-06,956.0
Ethiopia,2021-03-07,1109.0
Ethiopia,2021-03-08,995.0
Ethiopia,2021-03-09,1202.0
Ethiopia,2021-03-10,1543.0
Ethiopia,2021-03-11,1332.0
Ethiopia,2021-03-12,1361.0
Ethiopia,2021-03-13,1483.0
Ethiopia,2021-03-14,1413.0
Ethiopia,2021-03-15,1151.0
Ethiopia,2021-03-16,1490.0
Ethiopia,2021-03-17,1704.0
Ethiopia,2021-03-18,2057.0
Ethiopia,2021-03-19,1994.0
Ethiopia,2021-03-20,1778.0
Ethiopia,2021-03-21,1724.0
Ethiopia,2021-03-22,1537.0
Ethiopia,2021-03-23,1692.0
Ethiopia,2021-03-24,1981.0
Ethiopia,2021-03-25,1949.0
Ethiopia,2021-03-26,2097.0
Ethiopia,2021-03-27,2173.0
Ethiopia,2021-03-28,1769.0
Ethiopia,2021-03-29,1982.0
Ethiopia,2021-03-30,1976.0
Ethiopia,2021-03-31,2068.0
Ethiopia,2021-04-01,2372.0
Ethiopia,2021-04-02,2353.0
Ethiopia,2021-04-03,1997.0
Ethiopia,2021-04-04,1878.0
Ethiopia,2021-04-05,2138.0
Ethiopia,2021-04-06,2054.0
Ethiopia,2021-04-07,2163.0
Ethiopia,2021-04-08,2121.0
Ethiopia,2021-04-09,1851.0
Ethiopia,2021-04-10,1739.0
Ethiopia,2021-04-11,1741.0
Ethiopia,2021-04-12,1948.0
Ethiopia,2021-04-13,1568.0
Ethiopia,2021-04-14,1893.0
Ethiopia,2021-04-15,2149.0
Ethiopia,2021-04-16,1973.0
Ethiopia,2021-04-17,1709.0
Ethiopia,2021-04-18,1792.0
Ethiopia,2021-04-19,1603.0
Ethiopia,2021-04-20,1524.0
Ethiopia,2021-04-21,1329.0
Ethiopia,2021-04-22,1505.0
Ethiopia,2021-04-23,1303.0
Ethiopia,2021-04-24,1663.0
Ethiopia,2021-04-25,1324.0
Ethiopia,2021-04-26,841.0
Ethiopia,2021-04-27,924.0
Ethiopia,2021-04-28,1244.0
Ethiopia,2021-04-29,1130.0
Ethiopia,2021-04-30,1024.0
Ethiopia,2021-05-01,620.0
Ethiopia,2021-05-02,322.0
Ethiopia,2021-05-03,429.0
Ethiopia,2021-05-04,541.0
Ethiopia,2021-05-05,785.0
Ethiopia,2021-05-06,663.0
Ethiopia,2021-05-07,778.0
Ethiopia,2021-05-08,637.0
Ethiopia,2021-05-09,485.0
Ethiopia,2021-05-10,418.0
Ethiopia,2021-05-11,552.0
Ethiopia,2021-05-12,695.0
Ethiopia,2021-05-13,593.0
Ethiopia,2021-05-14,453.0
Ethiopia,2021-05-15,419.0
Ethiopia,2021-05-16,432.0
Ethiopia,2021-05-17,382.0
Ethiopia,2021-05-18,454.0
Ethiopia,2021-05-19,497.0
Ethiopia,2021-05-20,438.0
Ethiopia,2021-05-21,485.0
Ethiopia,2021-05-22,381.0
Ethiopia,2021-05-23,293.0
Ethiopia,2021-05-24,306.0
Ethiopia,2021-05-25,282.0
Ethiopia,2021-05-26,398.0
Ethiopia,2021-05-27,347.0
Ethiopia,2021-05-28,417.0
Ethiopia,2021-05-29,256.0
Ethiopia,2021-05-30,145.0
Ethiopia,2021-05-31,196.0
Ethiopia,2021-06-01,249.0
Ethiopia,2021-06-02,246.0
Ethiopia,2021-06-03,249.0
Ethiopia,2021-06-04,347.0
Ethiopia,2021-06-05,173.0
Ethiopia,2021-06-06,109.0
Ethiopia,2021-06-07,110.0
Ethiopia,2021-06-08,151.0
Ethiopia,2021-06-09,223.0
Ethiopia,2021-06-10,280.0
Ethiopia,2021-06-11,214.0
Ethiopia,2021-06-12,136.0
Ethiopia,2021-06-13,159.0
Ethiopia,2021-06-14,159.0
Ethiopia,2021-06-15,134.0
Ethiopia,2021-06-16,121.0
Ethiopia,2021-06-17,174.0
Ethiopia,2021-06-18,124.0
Ethiopia,2021-06-19,137.0
Ethiopia,2021-06-20,158.0
Ethiopia,2021-06-21,124.0
Ethiopia,2021-06-22,73.0
Ethiopia,2021-06-23,111.0
Ethiopia,2021-06-24,99.0
Ethiopia,2021-06-25,168.0
Ethiopia,2021-06-26,112.0
Ethiopia,2021-06-27,54.0
Ethiopia,2021-06-28,39.0
Ethiopia,2021-06-29,63.0
Ethiopia,2021-06-30,137.0
Ethiopia,2021-07-01,76.0
Ethiopia,2021-07-02,73.0
Ethiopia,2021-07-03,45.0
Ethiopia,2021-07-04,67.0
Ethiopia,2021-07-05,68.0
Ethiopia,2021-07-06,95.0
Ethiopia,2021-07-07,85.0
Ethiopia,2021-07-08,116.0
Ethiopia,2021-07-09,72.0
Ethiopia,2021-07-10,113.0
Ethiopia,2021-07-11,87.0
Ethiopia,2021-07-12,66.0
Ethiopia,2021-07-13,75.0
Ethiopia,2021-07-14,106.0
Ethiopia,2021-07-15,125.0
Ethiopia,2021-07-16,93.0
Ethiopia,2021-07-17,79.0
Ethiopia,2021-07-18,81.0
Ethiopia,2021-07-19,84.0
Ethiopia,2021-07-20,97.0
Ethiopia,2021-07-21,82.0
Ethiopia,2021-07-22,146.0
Ethiopia,2021-07-23,128.0
Ethiopia,2021-07-24,213.0
Ethiopia,2021-07-25,97.0
Ethiopia,2021-07-26,174.0
Ethiopia,2021-07-27,203.0
Ethiopia,2021-07-28,233.0
Ethiopia,2021-07-29,476.0
Ethiopia,2021-07-30,395.0
Ethiopia,2021-07-31,341.0
Ethiopia,2021-08-01,200.0
Ethiopia,2021-08-02,268.0
Ethiopia,2021-08-03,467.0
Ethiopia,2021-08-04,511.0
Ethiopia,2021-08-05,687.0
Ethiopia,2021-08-06,584.0
Ethiopia,2021-08-07,585.0
Ethiopia,2021-08-08,424.0
Ethiopia,2021-08-09,440.0
Ethiopia,2021-08-10,882.0
Ethiopia,2021-08-11,873.0
Ethiopia,2021-08-12,898.0
Ethiopia,2021-08-13,975.0
Ethiopia,2021-08-14,629.0
Ethiopia,2021-08-15,486.0
Ethiopia,2021-08-16,688.0
Ethiopia,2021-08-17,856.0
Ethiopia,2021-08-18,985.0
Ethiopia,2021-08-19,928.0
Ethiopia,2021-08-20,1006.0
Ethiopia,2021-08-21,1282.0
Ethiopia,2021-08-22,785.0
Ethiopia,2021-08-23,927.0
Ethiopia,2021-08-24,1266.0
Ethiopia,2021-08-25,2095.0
Ethiopia,2021-08-26,1621.0
Ethiopia,2021-08-27,1458.0
Ethiopia,2021-08-28,1906.0
Ethiopia,2021-08-29,1040.0
Ethiopia,2021-08-30,693.0
Ethiopia,2021-08-31,1324.0
Ethiopia,2021-09-01,1217.0
Ethiopia,2021-09-02,1643.0
Ethiopia,2021-09-03,1354.0
Ethiopia,2021-09-04,1120.0
Ethiopia,2021-09-05,1516.0
Ethiopia,2021-09-06,1190.0
Ethiopia,2021-09-07,1398.0
Ethiopia,2021-09-08,1529.0
Ethiopia,2021-09-09,1352.0
Ethiopia,2021-09-10,1334.0
Ethiopia,2021-09-11,845.0
Ethiopia,2021-09-12,472.0
Ethiopia,2021-09-13,611.0
Ethiopia,2021-09-14,1664.0
Ethiopia,2021-09-15,1687.0
Ethiopia,2021-09-16,1669.0
Ethiopia,2021-09-17,1759.0
Ethiopia,2021-09-18,1509.0
Ethiopia,2021-09-19,958.0
Ethiopia,2021-09-20,737.0
Ethiopia,2021-09-21,1575.0
Ethiopia,2021-09-22,1489.0
Ethiopia,2021-09-23,1544.0
Ethiopia,2021-09-24,1352.0
Ethiopia,2021-09-25,1187.0
Ethiopia,2021-09-26,869.0
Ethiopia,2021-09-27,591.0
Ethiopia,2021-09-28,799.0
Ethiopia,2021-09-29,1218.0
Ethiopia,2021-09-30,1352.0
Ethiopia,2021-10-01,1410.0
Ethiopia,2021-10-02,888.0
Ethiopia,2021-10-03,697.0
Ethiopia,2021-10-04,562.0
Ethiopia,2021-10-05,973.0
Ethiopia,2021-10-06,1134.0
Ethiopia,2021-10-07,1166.0
Ethiopia,2021-10-08,921.0
Ethiopia,2021-10-09,608.0
Ethiopia,2021-10-10,443.0
Ethiopia,2021-10-11,525.0
Ethiopia,2021-10-12,842.0
Ethiopia,2021-10-13,929.0
Ethiopia,2021-10-14,778.0
Ethiopia,2021-10-15,795.0
Ethiopia,2021-10-16,394.0
Ethiopia,2021-10-17,508.0
Ethiopia,2021-10-18,248.0
Ethiopia,2021-10-19,386.0
Ethiopia,2021-10-20,622.0
Ethiopia,2021-10-21,524.0
Ethiopia,2021-10-22,620.0
Ethiopia,2021-10-23,441.0
Ethiopia,2021-10-24,247.0
Ethiopia,2021-10-25,337.0
Ethiopia,2021-10-26,568.0
Ethiopia,2021-10-27,472.0
Ethiopia,2021-10-28,386.0
Ethiopia,2021-10-29,478.0
Ethiopia,2021-10-30,384.0
Ethiopia,2021-10-31,207.0
Ethiopia,2021-11-01,205.0
Faeroe Islands,2021-01-01,0.0
Faeroe Islands,2021-01-02,4.0
Faeroe Islands,2021-01-03,6.0
Faeroe Islands,2021-01-04,2.0
Faeroe Islands,2021-01-05,4.0
Faeroe Islands,2021-01-06,14.0
Faeroe Islands,2021-01-07,3.0
Faeroe Islands,2021-01-08,1.0
Faeroe Islands,2021-01-09,2.0
Faeroe Islands,2021-01-10,0.0
Faeroe Islands,2021-01-11,0.0
Faeroe Islands,2021-01-12,0.0
Faeroe Islands,2021-01-13,1.0
Faeroe Islands,2021-01-14,0.0
Faeroe Islands,2021-01-15,1.0
Faeroe Islands,2021-01-16,1.0
Faeroe Islands,2021-01-17,0.0
Faeroe Islands,2021-01-18,0.0
Faeroe Islands,2021-01-19,1.0
Faeroe Islands,2021-01-20,2.0
Faeroe Islands,2021-01-21,0.0
Faeroe Islands,2021-01-22,0.0
Faeroe Islands,2021-01-23,0.0
Faeroe Islands,2021-01-24,0.0
Faeroe Islands,2021-01-25,0.0
Faeroe Islands,2021-01-26,2.0
Faeroe Islands,2021-01-27,0.0
Faeroe Islands,2021-01-28,0.0
Faeroe Islands,2021-01-29,0.0
Faeroe Islands,2021-01-30,0.0
Faeroe Islands,2021-01-31,0.0
Faeroe Islands,2021-02-01,0.0
Faeroe Islands,2021-02-02,0.0
Faeroe Islands,2021-02-03,0.0
Faeroe Islands,2021-02-04,1.0
Faeroe Islands,2021-02-05,0.0
Faeroe Islands,2021-02-06,0.0
Faeroe Islands,2021-02-07,1.0
Faeroe Islands,2021-02-08,0.0
Faeroe Islands,2021-02-09,1.0
Faeroe Islands,2021-02-10,0.0
Faeroe Islands,2021-02-11,0.0
Faeroe Islands,2021-02-12,0.0
Faeroe Islands,2021-02-13,0.0
Faeroe Islands,2021-02-14,0.0
Faeroe Islands,2021-02-15,0.0
Faeroe Islands,2021-02-16,1.0
Faeroe Islands,2021-02-17,0.0
Faeroe Islands,2021-02-18,0.0
Faeroe Islands,2021-02-19,0.0
Faeroe Islands,2021-02-20,0.0
Faeroe Islands,2021-02-21,0.0
Faeroe Islands,2021-02-22,0.0
Faeroe Islands,2021-02-23,0.0
Faeroe Islands,2021-02-24,0.0
Faeroe Islands,2021-02-25,0.0
Faeroe Islands,2021-02-26,0.0
Faeroe Islands,2021-02-27,0.0
Faeroe Islands,2021-02-28,0.0
Faeroe Islands,2021-03-01,0.0
Faeroe Islands,2021-03-02,0.0
Faeroe Islands,2021-03-03,0.0
Faeroe Islands,2021-03-04,0.0
Faeroe Islands,2021-03-05,0.0
Faeroe Islands,2021-03-06,0.0
Faeroe Islands,2021-03-07,0.0
Faeroe Islands,2021-03-08,2.0
Faeroe Islands,2021-03-09,0.0
Faeroe Islands,2021-03-10,0.0
Faeroe Islands,2021-03-11,0.0
Faeroe Islands,2021-03-12,0.0
Faeroe Islands,2021-03-13,0.0
Faeroe Islands,2021-03-14,1.0
Faeroe Islands,2021-03-15,0.0
Faeroe Islands,2021-03-16,0.0
Faeroe Islands,2021-03-17,0.0
Faeroe Islands,2021-03-18,0.0
Faeroe Islands,2021-03-19,0.0
Faeroe Islands,2021-03-20,0.0
Faeroe Islands,2021-03-21,0.0
Faeroe Islands,2021-03-22,0.0
Faeroe Islands,2021-03-23,0.0
Faeroe Islands,2021-03-24,0.0
Faeroe Islands,2021-03-25,0.0
Faeroe Islands,2021-03-26,0.0
Faeroe Islands,2021-03-27,0.0
Faeroe Islands,2021-03-28,0.0
Faeroe Islands,2021-03-29,0.0
Faeroe Islands,2021-03-30,0.0
Faeroe Islands,2021-03-31,0.0
Faeroe Islands,2021-04-01,0.0
Faeroe Islands,2021-04-02,0.0
Faeroe Islands,2021-04-03,0.0
Faeroe Islands,2021-04-04,0.0
Faeroe Islands,2021-04-05,0.0
Faeroe Islands,2021-04-06,0.0
Faeroe Islands,2021-04-07,0.0
Faeroe Islands,2021-04-08,0.0
Faeroe Islands,2021-04-09,0.0
Faeroe Islands,2021-04-10,0.0
Faeroe Islands,2021-04-11,0.0
Faeroe Islands,2021-04-12,0.0
Faeroe Islands,2021-04-13,0.0
Faeroe Islands,2021-04-14,1.0
Faeroe Islands,2021-04-15,0.0
Faeroe Islands,2021-04-16,0.0
Faeroe Islands,2021-04-17,0.0
Faeroe Islands,2021-04-18,0.0
Faeroe Islands,2021-04-19,0.0
Faeroe Islands,2021-04-20,1.0
Faeroe Islands,2021-04-21,0.0
Faeroe Islands,2021-04-22,0.0
Faeroe Islands,2021-04-23,0.0
Faeroe Islands,2021-04-24,0.0
Faeroe Islands,2021-04-25,0.0
Faeroe Islands,2021-04-26,0.0
Faeroe Islands,2021-04-27,0.0
Faeroe Islands,2021-04-28,0.0
Faeroe Islands,2021-04-29,0.0
Faeroe Islands,2021-04-30,1.0
Faeroe Islands,2021-05-01,0.0
Faeroe Islands,2021-05-02,0.0
Faeroe Islands,2021-05-03,0.0
Faeroe Islands,2021-05-04,1.0
Faeroe Islands,2021-05-05,3.0
Faeroe Islands,2021-05-06,0.0
Faeroe Islands,2021-05-07,0.0
Faeroe Islands,2021-05-08,0.0
Faeroe Islands,2021-05-09,0.0
Faeroe Islands,2021-05-10,0.0
Faeroe Islands,2021-05-11,1.0
Faeroe Islands,2021-05-12,0.0
Faeroe Islands,2021-05-13,0.0
Faeroe Islands,2021-05-14,0.0
Faeroe Islands,2021-05-15,1.0
Faeroe Islands,2021-05-16,0.0
Faeroe Islands,2021-05-17,0.0
Faeroe Islands,2021-05-18,0.0
Faeroe Islands,2021-05-19,0.0
Faeroe Islands,2021-05-20,0.0
Faeroe Islands,2021-05-21,1.0
Faeroe Islands,2021-05-22,2.0
Faeroe Islands,2021-05-23,3.0
Faeroe Islands,2021-05-24,16.0
Faeroe Islands,2021-05-25,2.0
Faeroe Islands,2021-05-26,3.0
Faeroe Islands,2021-05-27,4.0
Faeroe Islands,2021-05-28,6.0
Faeroe Islands,2021-05-29,5.0
Faeroe Islands,2021-05-30,6.0
Faeroe Islands,2021-05-31,0.0
Faeroe Islands,2021-06-01,3.0
Faeroe Islands,2021-06-02,2.0
Faeroe Islands,2021-06-03,8.0
Faeroe Islands,2021-06-04,8.0
Faeroe Islands,2021-06-05,2.0
Faeroe Islands,2021-06-06,2.0
Faeroe Islands,2021-06-07,1.0
Faeroe Islands,2021-06-08,3.0
Faeroe Islands,2021-06-09,5.0
Faeroe Islands,2021-06-10,2.0
Faeroe Islands,2021-06-11,0.0
Faeroe Islands,2021-06-12,1.0
Faeroe Islands,2021-06-13,1.0
Faeroe Islands,2021-06-14,1.0
Faeroe Islands,2021-06-15,0.0
Faeroe Islands,2021-06-16,0.0
Faeroe Islands,2021-06-17,1.0
Faeroe Islands,2021-06-18,2.0
Faeroe Islands,2021-06-19,1.0
Faeroe Islands,2021-06-20,5.0
Faeroe Islands,2021-06-21,2.0
Faeroe Islands,2021-06-22,1.0
Faeroe Islands,2021-06-23,1.0
Faeroe Islands,2021-06-24,0.0
Faeroe Islands,2021-06-25,0.0
Faeroe Islands,2021-06-26,1.0
Faeroe Islands,2021-06-27,1.0
Faeroe Islands,2021-06-28,0.0
Faeroe Islands,2021-06-29,3.0
Faeroe Islands,2021-06-30,1.0
Faeroe Islands,2021-07-01,2.0
Faeroe Islands,2021-07-02,0.0
Faeroe Islands,2021-07-03,3.0
Faeroe Islands,2021-07-04,0.0
Faeroe Islands,2021-07-05,3.0
Faeroe Islands,2021-07-06,9.0
Faeroe Islands,2021-07-07,10.0
Faeroe Islands,2021-07-08,14.0
Faeroe Islands,2021-07-09,8.0
Faeroe Islands,2021-07-10,20.0
Faeroe Islands,2021-07-11,23.0
Faeroe Islands,2021-07-12,12.0
Faeroe Islands,2021-07-13,11.0
Faeroe Islands,2021-07-14,7.0
Faeroe Islands,2021-07-15,7.0
Faeroe Islands,2021-07-16,9.0
Faeroe Islands,2021-07-17,7.0
Faeroe Islands,2021-07-18,4.0
Faeroe Islands,2021-07-19,8.0
Faeroe Islands,2021-07-20,8.0
Faeroe Islands,2021-07-21,8.0
Faeroe Islands,2021-07-22,9.0
Faeroe Islands,2021-07-23,0.0
Faeroe Islands,2021-07-24,12.0
Faeroe Islands,2021-07-25,0.0
Faeroe Islands,2021-07-26,0.0
Faeroe Islands,2021-07-27,9.0
Faeroe Islands,2021-07-28,1.0
Faeroe Islands,2021-07-29,0.0
Faeroe Islands,2021-07-30,2.0
Faeroe Islands,2021-07-31,1.0
Faeroe Islands,2021-08-01,2.0
Faeroe Islands,2021-08-02,0.0
Faeroe Islands,2021-08-03,2.0
Faeroe Islands,2021-08-04,0.0
Faeroe Islands,2021-08-05,0.0
Faeroe Islands,2021-08-06,0.0
Faeroe Islands,2021-08-07,0.0
Faeroe Islands,2021-08-08,0.0
Faeroe Islands,2021-08-09,0.0
Faeroe Islands,2021-08-10,0.0
Faeroe Islands,2021-08-11,0.0
Faeroe Islands,2021-08-12,0.0
Faeroe Islands,2021-08-13,4.0
Faeroe Islands,2021-08-14,0.0
Faeroe Islands,2021-08-15,0.0
Faeroe Islands,2021-08-16,1.0
Faeroe Islands,2021-08-17,1.0
Faeroe Islands,2021-08-18,0.0
Faeroe Islands,2021-08-19,2.0
Faeroe Islands,2021-08-20,0.0
Faeroe Islands,2021-08-21,0.0
Faeroe Islands,2021-08-22,0.0
Faeroe Islands,2021-08-23,2.0
Faeroe Islands,2021-08-24,0.0
Faeroe Islands,2021-08-25,2.0
Faeroe Islands,2021-08-26,0.0
Faeroe Islands,2021-08-27,0.0
Faeroe Islands,2021-08-28,0.0
Faeroe Islands,2021-08-29,1.0
Faeroe Islands,2021-08-30,0.0
Faeroe Islands,2021-08-31,1.0
Faeroe Islands,2021-09-01,0.0
Faeroe Islands,2021-09-02,1.0
Faeroe Islands,2021-09-03,0.0
Faeroe Islands,2021-09-04,4.0
Faeroe Islands,2021-09-05,9.0
Faeroe Islands,2021-09-06,5.0
Faeroe Islands,2021-09-07,2.0
Faeroe Islands,2021-09-08,0.0
Faeroe Islands,2021-09-09,5.0
Faeroe Islands,2021-09-10,5.0
Faeroe Islands,2021-09-11,3.0
Faeroe Islands,2021-09-12,0.0
Faeroe Islands,2021-09-13,2.0
Faeroe Islands,2021-09-14,4.0
Faeroe Islands,2021-09-15,5.0
Faeroe Islands,2021-09-16,4.0
Faeroe Islands,2021-09-17,3.0
Faeroe Islands,2021-09-18,6.0
Faeroe Islands,2021-09-19,8.0
Faeroe Islands,2021-09-20,3.0
Faeroe Islands,2021-09-21,7.0
Faeroe Islands,2021-09-22,1.0
Faeroe Islands,2021-09-23,8.0
Faeroe Islands,2021-09-24,12.0
Faeroe Islands,2021-09-25,17.0
Faeroe Islands,2021-09-26,7.0
Faeroe Islands,2021-09-27,5.0
Faeroe Islands,2021-09-28,13.0
Faeroe Islands,2021-09-29,21.0
Faeroe Islands,2021-09-30,17.0
Faeroe Islands,2021-10-01,0.0
Faeroe Islands,2021-10-02,32.0
Faeroe Islands,2021-10-03,7.0
Faeroe Islands,2021-10-04,0.0
Faeroe Islands,2021-10-05,20.0
Faeroe Islands,2021-10-06,0.0
Faeroe Islands,2021-10-07,9.0
Faeroe Islands,2021-10-08,22.0
Faeroe Islands,2021-10-09,12.0
Faeroe Islands,2021-10-10,0.0
Faeroe Islands,2021-10-11,21.0
Faeroe Islands,2021-10-12,10.0
Faeroe Islands,2021-10-13,8.0
Faeroe Islands,2021-10-14,4.0
Faeroe Islands,2021-10-15,9.0
Faeroe Islands,2021-10-16,0.0
Faeroe Islands,2021-10-17,18.0
Faeroe Islands,2021-10-18,0.0
Faeroe Islands,2021-10-19,0.0
Faeroe Islands,2021-10-20,0.0
Faeroe Islands,2021-10-21,60.0
Faeroe Islands,2021-10-22,38.0
Faeroe Islands,2021-10-23,89.0
Faeroe Islands,2021-10-24,78.0
Faeroe Islands,2021-10-25,0.0
Faeroe Islands,2021-10-26,99.0
Faeroe Islands,2021-10-27,64.0
Faeroe Islands,2021-10-28,152.0
Faeroe Islands,2021-10-29,81.0
Faeroe Islands,2021-10-30,71.0
Faeroe Islands,2021-10-31,63.0
Faeroe Islands,2021-11-01,67.0
Ghana,2021-01-01,159.0
Ghana,2021-01-02,134.0
Ghana,2021-01-03,104.0
Ghana,2021-01-04,0.0
Ghana,2021-01-05,0.0
Ghana,2021-01-06,0.0
Ghana,2021-01-07,293.0
Ghana,2021-01-08,0.0
Ghana,2021-01-09,311.0
Ghana,2021-01-10,0.0
Ghana,2021-01-11,458.0
Ghana,2021-01-12,191.0
Ghana,2021-01-13,560.0
Ghana,2021-01-14,0.0
Ghana,2021-01-15,0.0
Ghana,2021-01-16,0.0
Ghana,2021-01-17,733.0
Ghana,2021-01-18,351.0
Ghana,2021-01-19,366.0
Ghana,2021-01-20,0.0
Ghana,2021-01-21,1049.0
Ghana,2021-01-22,0.0
Ghana,2021-01-23,635.0
Ghana,2021-01-24,679.0
Ghana,2021-01-25,1341.0
Ghana,2021-01-26,0.0
Ghana,2021-01-27,616.0
Ghana,2021-01-28,1132.0
Ghana,2021-01-29,0.0
Ghana,2021-01-30,1544.0
Ghana,2021-01-31,1583.0
Ghana,2021-02-01,0.0
Ghana,2021-02-02,772.0
Ghana,2021-02-03,777.0
Ghana,2021-02-04,696.0
Ghana,2021-02-05,791.0
Ghana,2021-02-06,0.0
Ghana,2021-02-07,722.0
Ghana,2021-02-08,1560.0
Ghana,2021-02-09,675.0
Ghana,2021-02-10,0.0
Ghana,2021-02-11,554.0
Ghana,2021-02-12,790.0
Ghana,2021-02-13,1489.0
Ghana,2021-02-14,0.0
Ghana,2021-02-15,656.0
Ghana,2021-02-16,554.0
Ghana,2021-02-17,1225.0
Ghana,2021-02-18,418.0
Ghana,2021-02-19,476.0
Ghana,2021-02-20,490.0
Ghana,2021-02-21,598.0
Ghana,2021-02-22,506.0
Ghana,2021-02-23,0.0
Ghana,2021-02-24,486.0
Ghana,2021-02-25,428.0
Ghana,2021-02-26,913.0
Ghana,2021-02-27,0.0
Ghana,2021-02-28,1437.0
Ghana,2021-03-01,0.0
Ghana,2021-03-02,0.0
Ghana,2021-03-03,326.0
Ghana,2021-03-04,890.0
Ghana,2021-03-05,0.0
Ghana,2021-03-06,853.0
Ghana,2021-03-07,373.0
Ghana,2021-03-08,0.0
Ghana,2021-03-09,272.0
Ghana,2021-03-10,0.0
Ghana,2021-03-11,0.0
Ghana,2021-03-12,0.0
Ghana,2021-03-13,743.0
Ghana,2021-03-14,282.0
Ghana,2021-03-15,223.0
Ghana,2021-03-16,243.0
Ghana,2021-03-17,193.0
Ghana,2021-03-18,0.0
Ghana,2021-03-19,587.0
Ghana,2021-03-20,268.0
Ghana,2021-03-21,406.0
Ghana,2021-03-22,0.0
Ghana,2021-03-23,211.0
Ghana,2021-03-24,0.0
Ghana,2021-03-25,106.0
Ghana,2021-03-26,288.0
Ghana,2021-03-27,0.0
Ghana,2021-03-28,0.0
Ghana,2021-03-29,0.0
Ghana,2021-03-30,0.0
Ghana,2021-03-31,296.0
Ghana,2021-04-01,0.0
Ghana,2021-04-02,91.0
Ghana,2021-04-03,0.0
Ghana,2021-04-04,108.0
Ghana,2021-04-05,118.0
Ghana,2021-04-06,46.0
Ghana,2021-04-07,63.0
Ghana,2021-04-08,100.0
Ghana,2021-04-09,0.0
Ghana,2021-04-10,151.0
Ghana,2021-04-11,0.0
Ghana,2021-04-12,0.0
Ghana,2021-04-13,150.0
Ghana,2021-04-14,67.0
Ghana,2021-04-15,68.0
Ghana,2021-04-16,0.0
Ghana,2021-04-17,118.0
Ghana,2021-04-18,46.0
Ghana,2021-04-19,0.0
Ghana,2021-04-20,0.0
Ghana,2021-04-21,74.0
Ghana,2021-04-22,145.0
Ghana,2021-04-23,0.0
Ghana,2021-04-24,0.0
Ghana,2021-04-25,238.0
Ghana,2021-04-26,87.0
Ghana,2021-04-27,211.0
Ghana,2021-04-28,49.0
Ghana,2021-04-29,49.0
Ghana,2021-04-30,0.0
Ghana,2021-05-01,39.0
Ghana,2021-05-02,0.0
Ghana,2021-05-03,82.0
Ghana,2021-05-04,57.0
Ghana,2021-05-05,88.0
Ghana,2021-05-06,0.0
Ghana,2021-05-07,28.0
Ghana,2021-05-08,0.0
Ghana,2021-05-09,95.0
Ghana,2021-05-10,60.0
Ghana,2021-05-11,0.0
Ghana,2021-05-12,114.0
Ghana,2021-05-13,34.0
Ghana,2021-05-14,84.0
Ghana,2021-05-15,0.0
Ghana,2021-05-16,0.0
Ghana,2021-05-17,90.0
Ghana,2021-05-18,57.0
Ghana,2021-05-19,66.0
Ghana,2021-05-20,0.0
Ghana,2021-05-21,65.0
Ghana,2021-05-22,62.0
Ghana,2021-05-23,37.0
Ghana,2021-05-24,24.0
Ghana,2021-05-25,67.0
Ghana,2021-05-26,0.0
Ghana,2021-05-27,12.0
Ghana,2021-05-28,52.0
Ghana,2021-05-29,0.0
Ghana,2021-05-30,123.0
Ghana,2021-05-31,0.0
Ghana,2021-06-01,113.0
Ghana,2021-06-02,0.0
